fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2.128231705849268,0.5306282510621704,0.0,1.0647107369924282,0.07325046173959267,2.4849066497880004,3.5553480614894135,0.9978,3.51,0.44468582126144574,2.341805806147327,5
2.174751721484161,0.6312717768418579,0.0,1.2809338454620642,0.0934903430873389,3.258096538021482,4.219507705176107,0.9968,3.2,0.5187937934151675,2.379546134130174,5
2.174751721484161,0.5653138090500605,0.04,1.1939224684724346,0.0880108773227133,2.772588722239781,4.007333185232471,0.997,3.26,0.5007752879124893,2.379546134130174,5
2.501435951739211,0.2468600779315258,0.56,1.0647107369924282,0.07232066157962612,2.8903717578961645,4.110873864173311,0.998,3.16,0.4574248470388754,2.379546134130174,6
2.128231705849268,0.5068176023684519,0.0,1.0296194171811581,0.07232066157962612,2.6390573296152584,3.713572066704308,0.9978,3.51,0.44468582126144574,2.341805806147327,5
2.186051276738094,0.4700036292457356,0.06,0.9555114450274363,0.06672363204290818,2.772588722239781,4.0943445622221,0.9964,3.3,0.3784364357202451,2.341805806147327,5
2.1162555148025524,0.5007752879124893,0.0,0.7884573603642702,0.06297479916138844,2.772588722239781,3.091042453358316,0.9946,3.39,0.3852624007906449,2.3978952727983707,7
2.174751721484161,0.4574248470388754,0.02,1.0986122886681098,0.07045846364856141,2.302585092994046,2.9444389791664403,0.9968,3.36,0.4510756193602166,2.3513752571634776,7
2.1400661634962708,0.4054651081081644,0.36,1.9600947840472698,0.06859279146561172,2.8903717578961645,4.634728988229636,0.9978,3.35,0.5877866649021191,2.4423470353692043,5
2.0412203288596382,0.4574248470388754,0.08,1.0296194171811581,0.0925791812930931,2.772588722239781,4.189654742026425,0.9959,3.28,0.43178241642553783,2.322387720290225,5
1.8870696490323797,0.47933495667461984,0.0,0.9555114450274363,0.08525984395082342,2.833213344056216,4.0943445622221,0.9943,3.58,0.41871033485818504,2.388762789235098,5
2.174751721484161,0.4762341789963716,0.29,0.9555114450274363,0.10795714150509228,2.302585092994046,3.4011973816621555,0.9974,3.26,0.9400072584914712,2.312535423847214,5
2.2925347571405443,0.4824261492442927,0.18,1.5686159179138452,0.16211884947643518,3.970291913552122,4.983606621708336,0.9986,3.16,0.6312717768418579,2.322387720290225,5
2.2925347571405443,0.4824261492442927,0.19,1.589235205116581,0.15700374880966478,3.9512437185814275,5.003946305945459,0.9986,3.17,0.6575200029167941,2.322387720290225,5
2.2512917986064953,0.2468600779315258,0.56,1.0296194171811581,0.0880108773227133,3.58351893845611,4.6443908991413725,0.9969,3.3,0.5596157879354227,2.4423470353692043,7
2.2082744135228043,0.44468582126144574,0.28,0.9932517730102833,0.3133498192003587,2.833213344056216,4.04305126783455,0.9968,3.11,0.8241754429663494,2.33214389523559,5
2.128231705849268,0.4637340162321401,0.08,1.6863989535702288,0.08250122151174369,1.9459101490553132,3.4011973816621555,0.9974,3.38,0.4054651081081644,2.302585092994046,4
2.186051276738094,0.2776317365982795,0.51,1.0296194171811581,0.2934156042995415,2.8903717578961645,4.04305126783455,0.9969,3.04,0.7323678937132266,2.322387720290225,6
2.2925347571405443,0.1988508587451652,0.48,1.0296194171811581,0.07417939817425151,3.4011973816621555,4.110873864173311,0.9968,3.39,0.4252677354043441,2.341805806147327,6
2.151762203259462,0.3293037471426004,0.31,1.1939224684724346,0.0788111804242897,3.1780538303479458,4.276666119016055,0.9982,3.52,0.5007752879124893,2.3702437414678603,5
2.186051276738094,0.35767444427181594,0.21,0.9555114450274363,0.10074990310014306,2.3978952727983707,3.6375861597263857,0.9966,3.17,0.6471032420585384,2.3513752571634776,5
2.2512917986064953,0.3987761199573678,0.11,1.1939224684724346,0.08065790301745447,2.302585092994046,4.219507705176107,0.9968,3.17,0.4252677354043441,2.341805806147327,5
2.066862759472976,0.33647223662121295,0.14,1.2237754316221157,0.08157998699242289,3.091042453358316,3.713572066704308,0.9968,3.43,0.48858001481867097,2.3702437414678603,6
1.9878743481543455,0.3293037471426004,0.16,0.8754687373538999,0.07696104113612832,2.4849066497880004,3.1780538303479458,0.9955,3.34,0.44468582126144574,2.33214389523559,5
2.151762203259462,0.3435897043900769,0.24,1.0296194171811581,0.07696104113612832,1.6094379124341003,2.4849066497880004,0.9962,3.28,0.4637340162321401,2.3513752571634776,5
2.0918640616783932,0.5364933705145685,0.0,1.0647107369924282,0.07696104113612832,2.70805020110221,3.58351893845611,0.9972,3.47,0.4382549309311553,2.341805806147327,5
2.174751721484161,0.49774038421733524,0.0,1.0986122886681098,0.0788111804242897,2.1972245773362196,2.833213344056216,0.9964,3.38,0.4637340162321401,2.379546134130174,6
2.0412203288596382,0.5158131652770298,0.07,1.2237754316221157,0.08525984395082342,2.8903717578961645,4.418840607796598,0.9958,3.35,0.43178241642553783,2.4069451083182885,5
2.066862759472976,0.521765563804325,0.0,1.252762968495368,0.09984533496971613,3.1354942159291497,3.6375861597263857,0.9966,3.46,0.4510756193602166,2.451005098112319,6
2.2300144001592104,0.5038010088290262,0.12,1.1939224684724346,0.07973496801885356,2.772588722239781,4.736198448394496,0.9966,3.17,0.5068176023684519,2.379546134130174,5
2.066862759472976,0.4731237565819792,0.12,2.4595888418037104,0.07045846364856141,3.713572066704308,4.430816798843313,0.9993,3.45,0.41871033485818504,2.341805806147327,6
1.824549292051046,0.2776317365982795,0.25,1.0296194171811581,0.09803374027136541,2.6390573296152584,3.9318256327243257,0.9957,3.38,0.4382549309311553,2.322387720290225,5
2.174751721484161,0.49774038421733524,0.0,1.8718021769015913,0.08250122151174369,1.791759469228055,2.9444389791664403,0.9986,3.4,0.4382549309311553,2.3608540011180215,6
2.174751721484161,0.4700036292457356,0.14,1.2237754316221157,0.08250122151174369,1.3862943611198906,2.772588722239781,0.9975,3.42,0.4700036292457356,2.468099531471619,6
2.2082744135228043,0.3220834991691133,0.28,1.1314021114911006,0.0639133257436528,2.6390573296152584,3.4339872044851463,0.9968,3.23,0.5481214085096876,2.3702437414678603,7
1.9021075263969205,0.7561219797213337,0.09,0.9162907318741551,0.15871169115482087,2.0794415416798357,2.995732273553991,0.994,3.5,0.3920420877760237,2.379546134130174,4
2.1162555148025524,0.37156355643248307,0.36,1.9315214116032138,0.07138999608667293,2.5649493574615367,4.477336814478207,0.9978,3.33,0.6043159668533294,2.4423470353692043,5
2.2823823856765264,0.4762341789963716,0.3,1.33500106673234,0.08434114843375087,2.8903717578961645,3.8501476017100584,0.9976,3.26,0.412109650826833,2.33214389523559,4
2.1400661634962708,0.3987761199573678,0.2,1.2809338454620642,0.2866815721181974,2.1972245773362196,2.70805020110221,0.9968,3.21,0.6418538861723948,2.4423470353692043,6
2.2082744135228043,0.5068176023684519,0.22,1.1631508098056809,0.06672363204290818,2.302585092994046,3.1780538303479458,0.9968,3.3,0.7884573603642702,2.424802725718295,5
2.0541237336955462,0.5128236264286639,0.02,1.0296194171811581,0.048790164169432,1.791759469228055,2.4849066497880004,0.9962,3.48,0.41871033485818504,2.3513752571634776,5
1.7227665977411035,0.41871033485818504,0.15,1.1314021114911006,0.05259245011917058,2.1972245773362196,4.189654742026425,0.9934,3.9,0.44468582126144574,2.6461747973841225,4
